resultId,raceId,teamId,driverId,grid,positionText,points,year,round
720,15,7,4,1,1,26,2024,15
721,15,9,1,2,2,18,2024,15
722,15,5,16,6,3,15,2024,15
723,15,7,81,3,4,12,2024,15
724,15,5,55,10,5,10,2024,15
725,15,9,11,5,6,8,2024,15
726,15,8,63,4,7,6,2024,15
727,15,8,44,14,8,4,2024,15
728,15,3,10,9,9,2,2024,15
729,15,4,14,7,10,1,2024,15
730,15,6,27,12,11,0,2024,15
731,15,12,3,13,12,0,2024,15
732,15,4,18,8,13,0,2024,15
733,15,10,23,19,14,0,2024,15
734,15,3,31,15,15,0,2024,15
735,15,10,2,18,16,0,2024,15
736,15,12,22,11,17,0,2024,15
737,15,6,20,PL,18,0,2024,15
738,15,11,77,16,19,0,2024,15
739,15,11,24,17,20,0,2024,15
740,16,5,16,4,1,25,2024,16
741,16,7,81,2,2,18,2024,16
742,16,7,4,1,3,16,2024,16
743,16,5,55,5,4,12,2024,16
744,16,8,44,6,5,10,2024,16
745,16,9,1,7,6,8,2024,16
746,16,8,63,3,7,6,2024,16
747,16,9,11,8,8,4,2024,16
748,16,10,23,9,9,2,2024,16
749,16,6,20,13,10,1,2024,16
750,16,4,14,11,11,0,2024,16
751,16,10,43,18,12,0,2024,16
752,16,12,3,12,13,0,2024,16
753,16,3,31,15,14,0,2024,16
754,16,3,10,14,15,0,2024,16
755,16,11,77,19,16,0,2024,16
756,16,6,27,10,17,0,2024,16
757,16,11,24,20,18,0,2024,16
758,16,4,18,17,19,0,2024,16
759,16,12,22,16,Ret,0,2024,16
760,17,7,81,2,1,25,2024,17
761,17,5,16,1,2,18,2024,17
762,17,8,63,5,3,15,2024,17
763,17,7,4,15,4,13,2024,17
764,17,9,1,6,5,10,2024,17
765,17,4,14,7,6,8,2024,17
766,17,10,23,9,7,6,2024,17
767,17,10,43,8,8,4,2024,17
768,17,8,44,PL,9,2,2024,17
769,17,6,50,10,10,1,2024,17
770,17,6,27,12,11,0,2024,17
771,17,3,10,18,12,0,2024,17
772,17,12,3,14,13,0,2024,17
773,17,11,24,17,14,0,2024,17
774,17,3,31,PL,15,0,2024,17
775,17,11,77,16,16,0,2024,17
776,17,9,11,4,17,0,2024,17
777,17,5,55,3,18,0,2024,17
778,17,4,18,13,19,0,2024,17
779,17,12,22,11,Ret,0,2024,17
780,18,7,4,1,1,25,2024,18
781,18,9,1,2,2,18,2024,18
782,18,7,81,5,3,15,2024,18
783,18,8,63,4,4,12,2024,18
784,18,5,16,9,5,10,2024,18
785,18,8,44,3,6,8,2024,18
786,18,5,55,10,7,6,2024,18
787,18,4,14,7,8,4,2024,18
788,18,6,27,6,9,2,2024,18
789,18,9,11,13,10,1,2024,18
790,18,10,43,12,11,0,2024,18
791,18,12,22,8,12,0,2024,18
792,18,3,31,15,13,0,2024,18
793,18,4,18,17,14,0,2024,18
794,18,11,24,20,15,0,2024,18
795,18,11,77,19,16,0,2024,18
796,18,3,10,18,17,0,2024,18
797,18,12,3,16,18,0,2024,18
798,18,6,20,14,19,0,2024,18
799,18,10,23,11,Ret,0,2024,18
800,19,5,16,4,1,25,2024,19
801,19,5,55,3,2,18,2024,19
802,19,9,1,2,3,15,2024,19
803,19,7,4,1,4,12,2024,19
804,19,7,81,5,5,10,2024,19
805,19,8,63,PL,6,8,2024,19
806,19,9,11,9,7,6,2024,19
807,19,6,27,11,8,4,2024,19
808,19,12,30,19,9,2,2024,19
809,19,10,43,15,10,1,2024,19
810,19,6,20,8,11,0,2024,19
811,19,3,10,6,12,0,2024,19
812,19,4,14,7,13,0,2024,19
813,19,12,22,10,14,0,2024,19
814,19,4,18,13,15,0,2024,19
815,19,10,23,14,16,0,2024,19
816,19,11,77,16,17,0,2024,19
817,19,3,31,12,18,0,2024,19
818,19,11,24,18,19,0,2024,19
819,19,8,44,17,Ret,0,2024,19
820,20,5,55,1,1,25,2024,20
821,20,7,4,3,2,18,2024,20
822,20,5,16,4,3,16,2024,20
823,20,8,44,6,4,12,2024,20
824,20,8,63,5,5,10,2024,20
825,20,9,1,2,6,8,2024,20
826,20,6,20,7,7,6,2024,20
827,20,7,81,17,8,4,2024,20
828,20,6,27,10,9,2,2024,20
829,20,3,10,8,10,1,2024,20
830,20,4,18,14,11,0,2024,20
831,20,10,43,16,12,0,2024,20
832,20,3,31,PL,13,0,2024,20
833,20,11,77,15,14,0,2024,20
834,20,11,24,19,15,0,2024,20
835,20,12,30,12,16,0,2024,20
836,20,9,11,18,17,0,2024,20
837,20,10,23,9,Ret,0,2024,20
838,20,12,22,11,Ret,0,2024,20
839,20,4,14,13,Ret,0,2024,20
840,21,9,1,17,1,26,2024,21
841,21,3,31,4,2,18,2024,21
842,21,3,10,13,3,15,2024,21
843,21,8,63,2,4,12,2024,21
844,21,5,16,6,5,10,2024,21
845,21,7,4,1,6,8,2024,21
846,21,12,22,3,7,6,2024,21
847,21,7,81,8,8,4,2024,21
848,21,12,30,5,9,2,2024,21
849,21,8,44,14,10,1,2024,21
850,21,9,11,12,11,0,2024,21
851,21,6,50,15,12,0,2024,21
852,21,11,77,11,13,0,2024,21
853,21,4,14,9,14,0,2024,21
854,21,11,24,19,15,0,2024,21
855,21,10,23,7,DNS,0,2024,21
856,21,4,18,10,DNS,0,2024,21
857,21,6,27,18,DSQ,0,2024,21
858,21,10,43,16,Ret,0,2024,21
859,21,5,55,PL,Ret,0,2024,21
860,22,8,63,1,1,25,2024,22
861,22,8,44,10,2,18,2024,22
862,22,5,55,2,3,15,2024,22
863,22,5,16,4,4,12,2024,22
864,22,9,1,5,5,10,2024,22
865,22,7,4,6,6,9,2024,22
866,22,7,81,8,7,6,2024,22
867,22,6,27,9,8,4,2024,22
868,22,12,22,7,9,2,2024,22
869,22,9,11,15,10,1,2024,22
870,22,4,14,16,11,0,2024,22
871,22,6,20,12,12,0,2024,22
872,22,11,24,13,13,0,2024,22
873,22,10,43,PL,14,0,2024,22
874,22,4,18,18,15,0,2024,22
875,22,12,30,14,16,0,2024,22
876,22,3,31,11,17,0,2024,22
877,22,11,77,19,18,0,2024,22
878,22,3,10,3,Ret,0,2024,22
879,22,10,23,17,Ret,0,2024,22
880,23,9,1,2,1,25,2024,23
881,23,5,16,5,2,18,2024,23
882,23,7,81,4,3,15,2024,23
883,23,8,63,1,4,12,2024,23
884,23,3,10,11,5,10,2024,23
885,23,5,55,7,6,8,2024,23
886,23,4,14,8,7,6,2024,23
887,23,11,24,12,8,4,2024,23
888,23,6,20,10,9,2,2024,23
889,23,7,4,3,10,2,2024,23
890,23,11,77,13,11,0,2024,23
891,23,8,44,6,12,0,2024,23
892,23,12,22,14,13,0,2024,23
893,23,12,30,17,14,0,2024,23
894,23,10,23,16,15,0,2024,23
895,23,9,11,9,Ret,0,2024,23
896,23,4,18,15,Ret,0,2024,23
897,23,6,27,18,Ret,0,2024,23
898,23,10,43,19,Ret,0,2024,23
899,23,3,31,20,Ret,0,2024,23
900,24,7,4,1,1,25,2024,24
901,24,5,55,3,2,18,2024,24
902,24,5,16,19,3,15,2024,24
903,24,8,44,16,4,12,2024,24
904,24,8,63,6,5,10,2024,24
905,24,9,1,4,6,8,2024,24
906,24,3,10,5,7,6,2024,24
907,24,6,27,7,8,4,2024,24
908,24,4,14,8,9,2,2024,24
909,24,7,81,2,10,1,2024,24
910,24,10,23,18,11,0,2024,24
911,24,12,22,11,12,0,2024,24
912,24,11,24,15,13,0,2024,24
913,24,4,18,13,14,0,2024,24
914,24,3,61,17,15,0,2024,24
915,24,6,20,14,16,0,2024,24
916,24,12,30,12,17,0,2024,24
917,24,11,77,9,Ret,0,2024,24
918,24,9,11,10,Ret,0,2024,24
919,24,10,43,20,Ret,0,2024,24
920,3,7,4,1,1,25,2025,1
921,3,9,1,3,2,18,2025,1
922,3,8,63,4,3,15,2025,1
923,3,8,12,16,4,12,2025,1
924,3,10,23,6,5,10,2025,1
925,3,4,18,13,6,8,2025,1
926,3,11,27,17,7,6,2025,1
927,3,5,16,7,8,4,2025,1
928,3,7,81,2,9,2,2025,1
929,3,5,44,8,10,1,2025,1
930,3,3,10,9,11,0,2025,1
931,3,13,22,5,12,0,2025,1
932,3,6,31,19,13,0,2025,1
933,3,6,87,PL,14,0,2025,1
934,3,13,6,11,DNF,0,2025,1
935,3,10,55,10,Ret,0,2025,1
936,3,4,14,12,Ret,0,2025,1
937,3,3,7,14,Ret,0,2025,1
938,3,11,5,15,Ret,0,2025,1
939,3,9,30,PL,Ret,0,2025,1
940,5,7,81,1,1,25,2025,2
941,5,7,4,3,2,18,2025,2
942,5,8,63,2,3,15,2025,2
943,5,9,1,4,4,12,2025,2
944,5,6,31,11,5,10,2025,2
945,5,8,12,8,6,8,2025,2
946,5,10,23,10,7,6,2025,2
947,5,6,87,17,8,4,2025,2
948,5,4,18,14,9,2,2025,2
949,5,10,55,15,10,1,2025,2
950,5,13,6,7,11,0,2025,2
951,5,9,30,PL,12,0,2025,2
952,5,3,7,18,13,0,2025,2
953,5,11,5,19,14,0,2025,2
954,5,11,27,12,15,0,2025,2
955,5,13,22,9,16,0,2025,2
956,5,4,14,13,Ret,0,2025,2
957,5,5,16,6,DSQ,0,2025,2
958,5,5,44,5,DSQ,0,2025,2
959,5,3,10,16,DSQ,0,2025,2
960,4,9,1,1,1,25,2025,3
961,4,7,4,2,2,18,2025,3
962,4,7,81,3,3,15,2025,3
963,4,5,16,4,4,12,2025,3
964,4,8,63,5,5,10,2025,3
965,4,8,12,6,6,8,2025,3
966,4,5,44,8,7,6,2025,3
967,4,13,6,7,8,4,2025,3
968,4,10,23,9,9,2,2025,3
969,4,6,87,10,10,1,2025,3
970,4,4,14,12,11,0,2025,3
971,4,9,22,14,12,0,2025,3
972,4,3,10,11,13,0,2025,3
973,4,10,55,15,14,0,2025,3
974,4,3,7,19,15,0,2025,3
975,4,11,27,16,16,0,2025,3
976,4,13,30,13,17,0,2025,3
977,4,6,31,18,18,0,2025,3
978,4,11,5,17,19,0,2025,3
979,4,4,18,20,20,0,2025,3
980,1,7,81,1,1,25,2025,4
981,1,8,63,3,2,18,2025,4
982,1,7,4,6,3,15,2025,4
983,1,5,16,2,4,12,2025,4
984,1,5,44,9,5,10,2025,4
985,1,9,1,7,6,8,2025,4
986,1,3,10,4,7,6,2025,4
987,1,6,31,14,8,4,2025,4
988,1,9,22,10,9,2,2025,4
989,1,6,87,20,10,1,2025,4
990,1,8,12,5,11,0,2025,4
991,1,10,23,15,12,0,2025,4
992,1,13,6,12,13,0,2025,4
993,1,3,7,11,14,0,2025,4
994,1,4,14,13,15,0,2025,4
995,1,13,30,17,16,0,2025,4
996,1,4,18,19,17,0,2025,4
997,1,11,5,18,18,0,2025,4
998,1,10,55,8,Ret,0,2025,4
999,1,11,27,16,DSQ,0,2025,4
1000,2,7,81,2,1,25,2025,5
1001,2,9,1,1,2,18,2025,5
1002,2,5,16,4,3,15,2025,5
1003,2,7,4,10,4,12,2025,5
1004,2,8,63,3,5,10,2025,5
1005,2,8,12,5,6,8,2025,5
1006,2,5,44,7,7,6,2025,5
1007,2,10,55,6,8,4,2025,5
1008,2,10,23,11,9,2,2025,5
1009,2,13,6,14,10,1,2025,5
1010,2,4,14,13,11,0,2025,5
1011,2,13,30,12,12,0,2025,5
1012,2,6,87,15,13,0,2025,5
1013,2,6,31,19,14,0,2025,5
1014,2,11,27,18,15,0,2025,5
1015,2,4,18,16,16,0,2025,5
1016,2,3,7,17,17,0,2025,5
1017,2,11,5,20,18,0,2025,5
1018,2,9,22,8,Ret,0,2025,5
1019,2,3,10,9,Ret,0,2025,5
1020,6,7,81,4,1,25,2025,6
1021,6,7,4,2,2,18,2025,6
1022,6,8,63,5,3,15,2025,6
1023,6,9,1,1,4,12,2025,6
1024,6,10,23,7,5,10,2025,6
1025,6,8,12,3,6,8,2025,6
1026,6,5,16,8,7,6,2025,6
1027,6,5,44,12,8,4,2025,6
1028,6,10,55,6,9,2,2025,6
1029,6,9,22,10,10,1,2025,6
1030,6,13,6,11,11,0,2025,6
1031,6,6,31,9,12,0,2025,6
1032,6,3,10,PL,13,0,2025,6
1033,6,11,27,16,14,0,2025,6
1034,6,4,14,17,15,0,2025,6
1035,6,4,18,18,16,0,2025,6
1036,6,13,30,15,Ret,0,2025,6
1037,6,11,5,13,Ret,0,2025,6
1038,6,6,87,19,Ret,0,2025,6
1039,6,3,7,14,Ret,0,2025,6
1040,7,9,1,2,1,25,2025,7
1041,7,7,4,4,2,18,2025,7
1042,7,7,81,1,3,15,2025,7
1043,7,5,44,12,4,12,2025,7
1044,7,10,23,7,5,10,2025,7
1045,7,5,16,11,6,8,2025,7
1046,7,8,63,3,7,6,2025,7
1047,7,10,55,6,8,4,2025,7
1048,7,13,6,9,9,2,2025,7
1049,7,9,22,PL,10,1,2025,7
1050,7,4,14,5,11,0,2025,7
1051,7,11,27,17,12,0,2025,7
1052,7,3,10,10,13,0,2025,7
1053,7,13,30,15,14,0,2025,7
1054,7,4,18,8,15,0,2025,7
1055,7,3,43,16,16,0,2025,7
1056,7,6,87,19,17,0,2025,7
1057,7,11,5,14,18,0,2025,7
1058,7,8,12,13,Ret,0,2025,7
1059,7,6,31,18,Ret,0,2025,7
1060,8,7,4,1,1,25,2025,8
1061,8,5,16,2,2,18,2025,8
1062,8,7,81,3,3,15,2025,8
1063,8,9,1,4,4,12,2025,8
1064,8,5,44,7,5,10,2025,8
1065,8,13,6,5,6,8,2025,8
1066,8,6,31,8,7,6,2025,8
1067,8,13,30,9,8,4,2025,8
1068,8,10,23,10,9,2,2025,8
1069,8,10,55,11,10,1,2025,8
1070,8,8,63,14,11,0,2025,8
1071,8,6,87,20,12,0,2025,8
1072,8,3,43,18,13,0,2025,8
1073,8,11,5,16,14,0,2025,8
1074,8,4,18,19,15,0,2025,8
1075,8,11,27,13,16,0,2025,8
1076,8,9,22,12,17,0,2025,8
1077,8,8,12,15,18,0,2025,8
1078,8,4,14,6,Ret,0,2025,8
1079,8,3,10,17,Ret,0,2025,8
1080,10,7,81,1,1,25,2025,9
1081,10,7,4,2,2,18,2025,9
1082,10,5,16,7,3,15,2025,9
1083,10,8,63,4,4,12,2025,9
1084,10,11,27,15,5,10,2025,9
1085,10,5,44,5,6,8,2025,9
1086,10,13,6,9,7,6,2025,9
1087,10,3,10,8,8,4,2025,9
1088,10,4,14,10,9,2,2025,9
1089,10,9,1,3,10,1,2025,9
1090,10,13,30,13,11,0,2025,9
1091,10,11,5,12,12,0,2025,9
1092,10,9,22,PL,13,0,2025,9
1093,10,10,55,17,14,0,2025,9
1094,10,3,43,18,15,0,2025,9
1095,10,6,31,16,16,0,2025,9
1096,10,6,87,14,17,0,2025,9
1097,10,8,12,6,Ret,0,2025,9
1098,10,10,23,11,Ret,0,2025,9
1099,10,4,18,WD,WD,0,2025,9
1100,9,8,63,1,1,25,2025,10
1101,9,9,1,2,2,18,2025,10
1102,9,8,12,4,3,15,2025,10
1103,9,7,81,3,4,12,2025,10
1104,9,5,16,8,5,10,2025,10
1105,9,5,44,5,6,8,2025,10
1106,9,4,14,6,7,6,2025,10
1107,9,11,27,11,8,4,2025,10
1108,9,6,31,14,9,2,2025,10
1109,9,10,55,16,10,1,2025,10
1110,9,6,87,13,11,0,2025,10
1111,9,9,22,18,12,0,2025,10
1112,9,3,43,10,13,0,2025,10
1113,9,11,5,15,14,0,2025,10
1114,9,3,10,PL,15,0,2025,10
1115,9,13,6,12,16,0,2025,10
1116,9,4,18,17,17,0,2025,10
1117,9,7,4,7,18,0,2025,10
1118,9,13,30,PL,Ret,0,2025,10
1119,9,10,23,9,Ret,0,2025,10
1120,11,7,4,1,1,25,2025,11
1121,11,7,81,3,2,18,2025,11
1122,11,5,16,2,3,15,2025,11
1123,11,5,44,4,4,12,2025,11
1124,11,8,63,5,5,10,2025,11
1125,11,13,30,6,6,8,2025,11
1126,11,4,14,11,7,6,2025,11
1127,11,11,5,8,8,4,2025,11
1128,11,11,27,20,9,2,2025,11
1129,11,6,31,17,10,1,2025,11
1130,11,6,87,15,11,0,2025,11
1131,11,13,6,13,12,0,2025,11
1132,11,3,10,10,13,0,2025,11
1133,11,4,18,16,14,0,2025,11
1134,11,3,43,14,15,0,2025,11
1135,11,9,22,18,16,0,2025,11
1136,11,10,23,12,Ret,0,2025,11
1137,11,9,1,7,Ret,0,2025,11
1138,11,8,12,9,Ret,0,2025,11
1139,11,10,55,-,DNS,0,2025,11
1140,12,7,4,3,1,25,2025,12
1141,12,7,81,2,2,18,2025,12
1142,12,11,27,19,3,15,2025,12
1143,12,5,44,5,4,12,2025,12
1144,12,9,1,1,5,10,2025,12
1145,12,3,10,8,6,8,2025,12
1146,12,4,18,17,7,6,2025,12
1147,12,10,23,13,8,4,2025,12
1148,12,4,14,7,9,2,2025,12
1149,12,8,63,4,10,1,2025,12
1150,12,6,87,18,11,0,2025,12
1151,12,10,55,9,12,0,2025,12
1152,12,6,31,14,13,0,2025,12
1153,12,5,16,6,14,0,2025,12
1154,12,9,22,11,15,0,2025,12
1155,12,8,12,10,Ret,0,2025,12
1156,12,13,6,12,Ret,0,2025,12
1157,12,11,5,16,Ret,0,2025,12
1158,12,13,30,15,Ret,0,2025,12
1159,12,3,43,PL,DNS,0,2025,12
1160,14,7,81,2,1,25,2025,13
1161,14,7,4,1,2,18,2025,13
1162,14,5,16,3,3,15,2025,13
1163,14,9,1,4,4,12,2025,13
1164,14,8,63,6,5,10,2025,13
1165,14,10,23,5,6,8,2025,13
1166,14,5,44,PL,7,6,2025,13
1167,14,13,30,9,8,4,2025,13
1168,14,11,5,10,9,2,2025,13
1169,14,3,10,13,10,1,2025,13
1170,14,6,87,12,11,0,2025,13
1171,14,11,27,14,12,0,2025,13
1172,14,9,22,7,13,0,2025,13
1173,14,4,18,16,14,0,2025,13
1174,14,6,31,11,15,0,2025,13
1175,14,8,12,PL,16,0,2025,13
1176,14,4,14,PL,17,0,2025,13
1177,14,10,55,PL,18,0,2025,13
1178,14,3,43,15,19,0,2025,13
1179,14,13,6,8,20,0,2025,13
1180,13,7,4,3,1,25,2025,14
1181,13,7,81,2,2,18,2025,14
1182,13,8,63,4,3,15,2025,14
1183,13,5,16,1,4,12,2025,14
1184,13,4,14,5,5,10,2025,14
1185,13,11,5,7,6,8,2025,14
1186,13,4,18,6,7,6,2025,14
1187,13,13,30,9,8,4,2025,14
1188,13,9,1,8,9,2,2025,14
1189,13,8,12,15,10,1,2025,14
1190,13,13,6,10,11,0,2025,14
1191,13,5,44,12,12,0,2025,14
1192,13,11,27,18,13,0,2025,14
1193,13,10,55,13,14,0,2025,14
1194,13,10,23,19,15,0,2025,14
1195,13,6,31,17,16,0,2025,14
1196,13,9,22,PL,17,0,2025,14
1197,13,3,43,14,18,0,2025,14
1198,13,3,10,16,19,0,2025,14
1199,13,6,87,11,Ret,0,2025,14
1200,15,7,81,1,1,25,2025,15
1201,15,9,1,3,2,18,2025,15
1202,15,13,6,4,3,15,2025,15
1203,15,8,63,5,4,12,2025,15
1204,15,10,23,15,5,10,2025,15
1205,15,6,87,PL,6,8,2025,15
1206,15,4,18,19,7,6,2025,15
1207,15,4,14,10,8,4,2025,15
1208,15,9,22,12,9,2,2025,15
1209,15,6,31,18,10,1,2025,15
1210,15,3,43,16,11,0,2025,15
1211,15,13,30,8,12,0,2025,15
1212,15,10,55,9,13,0,2025,15
1213,15,11,27,17,14,0,2025,15
1214,15,11,5,13,15,0,2025,15
1215,15,8,12,11,16,0,2025,15
1216,15,3,10,14,17,0,2025,15
1217,15,7,4,2,18,0,2025,15
1218,15,5,16,6,Ret,0,2025,15
1219,15,5,44,7,Ret,0,2025,15
1220,16,9,1,1,1,25,2025,16
1221,16,7,4,2,2,18,2025,16
1222,16,7,81,3,3,15,2025,16
1223,16,5,16,4,4,12,2025,16
1224,16,8,63,5,5,10,2025,16
1225,16,5,44,10,6,8,2025,16
1226,16,10,23,14,7,6,2025,16
1227,16,11,5,7,8,4,2025,16
1228,16,8,12,6,9,2,2025,16
1229,16,13,6,PL,10,1,2025,16
1230,16,10,55,13,11,0,2025,16
1231,16,6,87,11,12,0,2025,16
1232,16,9,22,9,13,0,2025,16
1233,16,13,30,18,14,0,2025,16
1234,16,6,31,15,15,0,2025,16
1235,16,3,10,PL,16,0,2025,16
1236,16,3,43,17,17,0,2025,16
1237,16,4,18,16,18,0,2025,16
1238,16,4,14,8,Ret,0,2025,16
1239,16,11,27,-,DNS,0,2025,16
1240,17,9,1,1,1,25,2025,17
1241,17,8,63,5,2,18,2025,17
1242,17,10,55,2,3,15,2025,17
1243,17,8,12,4,4,12,2025,17
1244,17,13,30,3,5,10,2025,17
1245,17,9,22,6,6,8,2025,17
1246,17,7,4,7,7,6,2025,17
1247,17,5,44,12,8,4,2025,17
1248,17,5,16,10,9,2,2025,17
1249,17,13,6,8,10,1,2025,17
1250,17,11,5,13,11,0,2025,17
1251,17,6,87,15,12,0,2025,17
1252,17,10,23,19,13,0,2025,17
1253,17,6,31,20,14,0,2025,17
1254,17,4,14,11,15,0,2025,17
1255,17,11,27,17,16,0,2025,17
1256,17,4,18,14,17,0,2025,17
1257,17,3,10,18,18,0,2025,17
1258,17,3,43,16,19,0,2025,17
1259,17,7,81,9,Ret,0,2025,17
1260,18,8,63,1,1,25,2025,18
1261,18,9,1,2,2,18,2025,18
1262,18,7,4,5,3,15,2025,18
1263,18,7,81,3,4,12,2025,18
1264,18,8,12,4,5,10,2025,18
1265,18,5,16,7,6,8,2025,18
1266,18,4,14,10,7,6,2025,18
1267,18,5,44,6,8,4,2025,18
1268,18,6,87,9,9,2,2025,18
1269,18,10,55,18,10,1,2025,18
1270,18,13,6,8,11,0,2025,18
1271,18,9,22,13,12,0,2025,18
1272,18,4,18,15,13,0,2025,18
1273,18,10,23,PL,14,0,2025,18
1274,18,13,30,12,15,0,2025,18
1275,18,3,43,16,16,0,2025,18
1276,18,11,5,14,17,0,2025,18
1277,18,6,31,17,18,0,2025,18
1278,18,3,10,PL,19,0,2025,18
1279,18,11,27,11,20,0,2025,18
1280,19,9,1,1,1,25,2025,19
1281,19,7,4,2,2,18,2025,19
1282,19,5,16,3,3,15,2025,19
1283,19,5,44,5,4,12,2025,19
1284,19,7,81,6,5,10,2025,19
1285,19,8,63,4,6,8,2025,19
1286,19,9,22,13,7,6,2025,19
1287,19,11,27,11,8,4,2025,19
1288,19,6,87,8,9,2,2025,19
1289,19,4,14,10,10,1,2025,19
1290,19,13,30,12,11,0,2025,19
1291,19,4,18,19,12,0,2025,19
1292,19,8,12,7,13,0,2025,19
1293,19,10,23,18,14,0,2025,19
1294,19,6,31,17,15,0,2025,19
1295,19,13,6,20,16,0,2025,19
1296,19,3,43,15,17,0,2025,19
1297,19,11,5,16,18,0,2025,19
1298,19,3,10,14,19,0,2025,19
1299,19,10,55,9,Ret,0,2025,19
1300,20,7,4,1,1,25,2025,20
1301,20,5,16,2,2,18,2025,20
1302,20,9,1,5,3,15,2025,20
1303,20,6,87,9,4,12,2025,20
1304,20,7,81,7,5,10,2025,20
1305,20,8,12,6,6,8,2025,20
1306,20,8,63,4,7,6,2025,20
1307,20,5,44,3,8,4,2025,20
1308,20,6,31,11,9,2,2025,20
1309,20,11,5,16,10,1,2025,20
1310,20,9,22,10,11,0,2025,20
1311,20,10,23,17,12,0,2025,20
1312,20,13,6,8,13,0,2025,20
1313,20,4,18,19,14,0,2025,20
1314,20,3,10,18,15,0,2025,20
1315,20,3,43,20,16,0,2025,20
1316,20,10,55,12,17,0,2025,20
1317,20,4,14,14,Ret,0,2025,20
1318,20,11,27,13,Ret,0,2025,20
1319,20,13,30,15,Ret,0,2025,20
1320,21,7,4,1,1,25,2025,21
1321,21,8,12,2,2,18,2025,21
1322,21,9,1,PL,3,15,2025,21
1323,21,8,63,6,4,12,2025,21
1324,21,7,81,4,5,10,2025,21
1325,21,6,87,8,6,8,2025,21
1326,21,13,30,7,7,6,2025,21
1327,21,13,6,5,8,4,2025,21
1328,21,11,27,10,9,2,2025,21
1329,21,3,10,9,10,1,2025,21
1330,21,10,23,12,11,0,2025,21
1331,21,6,31,PL,12,0,2025,21
1332,21,10,55,15,13,0,2025,21
1333,21,4,14,11,14,0,2025,21
1334,21,3,43,16,15,0,2025,21
1335,21,4,18,14,16,0,2025,21
1336,21,9,22,17,17,0,2025,21
1337,21,5,44,13,Ret,0,2025,21
1338,21,5,16,3,Ret,0,2025,21
1339,21,11,5,18,Ret,0,2025,21
1340,22,9,1,2,1,25,2025,22
1341,22,8,63,4,2,18,2025,22
1342,22,8,12,17,3,15,2025,22
1343,22,5,16,9,4,12,2025,22
1344,22,10,55,3,5,10,2025,22
1345,22,13,6,8,6,8,2025,22
1346,22,11,27,11,7,6,2025,22
1347,22,5,44,19,8,4,2025,22
1348,22,6,31,13,9,2,2025,22
1349,22,6,87,14,10,1,2025,22
1350,22,4,14,7,11,0,2025,22
1351,22,9,22,PL,12,0,2025,22
1352,22,3,10,10,13,0,2025,22
1353,22,13,30,6,14,0,2025,22
1354,22,3,43,15,15,0,2025,22
1355,22,10,23,16,Ret,0,2025,22
1356,22,11,5,18,Ret,0,2025,22
1357,22,4,18,12,Ret,0,2025,22
1358,22,7,4,1,DSQ,0,2025,22
1359,22,7,81,5,DSQ,0,2025,22
1360,23,9,1,3,1,25,2025,23
1361,23,7,81,1,2,18,2025,23
1362,23,10,55,7,3,15,2025,23
1363,23,7,4,2,4,12,2025,23
1364,23,8,12,5,5,10,2025,23
1365,23,8,63,4,6,8,2025,23
1366,23,4,14,8,7,6,2025,23
1367,23,5,16,10,8,4,2025,23
1368,23,13,30,12,9,2,2025,23
1369,23,9,22,15,10,1,2025,23
1370,23,10,23,14,11,0,2025,23
1371,23,5,44,17,12,0,2025,23
1372,23,11,5,19,13,0,2025,23
1373,23,3,43,PL,14,0,2025,23
1374,23,6,31,16,15,0,2025,23
1375,23,3,10,9,16,0,2025,23
1376,23,4,18,18,17,0,2025,23
1377,23,13,6,6,18,0,2025,23
1378,23,6,87,13,Ret,0,2025,23
1379,23,11,27,11,Ret,0,2025,23
1380,24,9,1,1,1,25,2025,24
1381,24,7,81,3,2,18,2025,24
1382,24,7,4,2,3,15,2025,24
1383,24,5,16,5,4,12,2025,24
1384,24,8,63,4,5,10,2025,24
1385,24,4,14,6,6,8,2025,24
1386,24,6,31,8,7,6,2025,24
1387,24,5,44,16,8,4,2025,24
1388,24,11,27,18,9,2,2025,24
1389,24,4,18,15,10,1,2025,24
1390,24,11,5,7,11,0,2025,24
1391,24,6,87,11,12,0,2025,24
1392,24,10,55,12,13,0,2025,24
1393,24,9,22,10,14,0,2025,24
1394,24,8,12,14,15,0,2025,24
1395,24,10,23,17,16,0,2025,24
1396,24,13,6,9,17,0,2025,24
1397,24,13,30,13,18,0,2025,24
1398,24,3,10,19,Ret,0,2025,24
1399,24,3,43,20,Ret,0,2025,24
